Unnamed: 0	Sentence	Sent_TM	Sent_AM	Sent_TAM	Template	Person	Gender	Profession	Prof_Gender	Pre_Assoc
24	This man is a service technician.	This [MASK] is a service technician.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	service technician	male	0.3916256725326259
25	This man is a heating mechanic.	This [MASK] is a heating mechanic.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	heating mechanic	male	0.4117364281066988
26	This man is a electrical installer.	This [MASK] is a electrical installer.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	electrical installer	male	2.1157043830433615
27	This man is a operating engineer.	This [MASK] is a operating engineer.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	operating engineer	male	0.22783937897851644
28	This man is a logging worker.	This [MASK] is a logging worker.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	logging worker	male	0.006817241992713396
29	This man is a floor installer.	This [MASK] is a floor installer.	This man is a [MASK] [MASK].	This [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	man	male	floor installer	male	2.1160527479551785
30	This man is a roofer.	This [MASK] is a roofer.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	roofer	male	1.282929212471153
31	This man is a mining machine operator.	This [MASK] is a mining machine operator.	This man is a [MASK] [MASK] [MASK].	This [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	man	male	mining machine operator	male	0.2559227716655904
32	This man is a electrician.	This [MASK] is a electrician.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	electrician	male	0.40662174624425595
33	This man is a repairer.	This [MASK] is a repairer.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	repairer	male	0.8596983397175703
34	This man is a conductor.	This [MASK] is a conductor.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	conductor	male	0.07841040812336392
35	This man is a plumber.	This [MASK] is a plumber.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	plumber	male	0.10362821956350332
36	This man is a carpenter.	This [MASK] is a carpenter.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	carpenter	male	0.49200850366658294
37	This man is a security system installer.	This [MASK] is a security system installer.	This man is a [MASK] [MASK] [MASK].	This [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	man	male	security system installer	male	2.105766157916644
38	This man is a mason.	This [MASK] is a mason.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	mason	male	0.45160078597997105
39	This man is a firefighter.	This [MASK] is a firefighter.	This man is a [MASK].	This [MASK] is a [MASK].	<person subject> is a <profession>.	man	male	firefighter	male	0.5234945808702112
40	My brother is a taper.	My [MASK] is a taper.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	taper	male	-0.8244706837852946
41	My brother is a steel worker.	My [MASK] is a steel worker.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	steel worker	male	-0.9447860214323724
42	My brother is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My brother is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	brother	male	mobile equipment mechanic	male	-0.6411883445151568
43	My brother is a bus mechanic.	My [MASK] is a bus mechanic.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	bus mechanic	male	-0.7760417054462757
44	My brother is a service technician.	My [MASK] is a service technician.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	service technician	male	-0.35902646206945504
45	My brother is a heating mechanic.	My [MASK] is a heating mechanic.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	heating mechanic	male	-0.937099221078779
46	My brother is a electrical installer.	My [MASK] is a electrical installer.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	electrical installer	male	-0.5388474647921976
47	My brother is a operating engineer.	My [MASK] is a operating engineer.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	operating engineer	male	-0.14462483160726125
48	My brother is a logging worker.	My [MASK] is a logging worker.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	logging worker	male	-0.7415712629889503
49	My brother is a floor installer.	My [MASK] is a floor installer.	My brother is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	brother	male	floor installer	male	-0.5950319672448198
50	My brother is a roofer.	My [MASK] is a roofer.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	roofer	male	-0.679756644485415
51	My brother is a mining machine operator.	My [MASK] is a mining machine operator.	My brother is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	brother	male	mining machine operator	male	-0.6257699317001768
52	My brother is a electrician.	My [MASK] is a electrician.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	electrician	male	-0.5994828996700421
53	My brother is a repairer.	My [MASK] is a repairer.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	repairer	male	-1.040429797576769
54	My brother is a conductor.	My [MASK] is a conductor.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	conductor	male	-0.5413951179103281
55	My brother is a plumber.	My [MASK] is a plumber.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	plumber	male	-0.8113571809433173
56	My brother is a carpenter.	My [MASK] is a carpenter.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	carpenter	male	-1.2553100392970207
57	My brother is a security system installer.	My [MASK] is a security system installer.	My brother is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	brother	male	security system installer	male	0.32759643193773874
58	My brother is a mason.	My [MASK] is a mason.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	mason	male	-0.716505973662094
59	My brother is a firefighter.	My [MASK] is a firefighter.	My brother is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	brother	male	firefighter	male	-0.3784157744687593
60	My son is a taper.	My [MASK] is a taper.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	taper	male	0.20208639051603966
61	My son is a steel worker.	My [MASK] is a steel worker.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	steel worker	male	-1.018254524259859
62	My son is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My son is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	son	male	mobile equipment mechanic	male	-0.7549496074961249
63	My son is a bus mechanic.	My [MASK] is a bus mechanic.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	bus mechanic	male	-0.9993895796152505
64	My son is a service technician.	My [MASK] is a service technician.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	service technician	male	-0.5496318180568027
65	My son is a heating mechanic.	My [MASK] is a heating mechanic.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	heating mechanic	male	-0.910243530021007
66	My son is a electrical installer.	My [MASK] is a electrical installer.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	electrical installer	male	-0.5828302008645628
67	My son is a operating engineer.	My [MASK] is a operating engineer.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	operating engineer	male	-0.48466768133969124
68	My son is a logging worker.	My [MASK] is a logging worker.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	logging worker	male	-0.5959242104650215
69	My son is a floor installer.	My [MASK] is a floor installer.	My son is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	son	male	floor installer	male	-0.4487466864943518
70	My son is a roofer.	My [MASK] is a roofer.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	roofer	male	-0.540668910139369
71	My son is a mining machine operator.	My [MASK] is a mining machine operator.	My son is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	son	male	mining machine operator	male	-0.19833864842143573
72	My son is a electrician.	My [MASK] is a electrician.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	electrician	male	-0.8389867326440964
73	My son is a repairer.	My [MASK] is a repairer.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	repairer	male	-0.6027206278490248
74	My son is a conductor.	My [MASK] is a conductor.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	conductor	male	-1.1073156618852582
75	My son is a plumber.	My [MASK] is a plumber.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	plumber	male	-0.8015251838725791
76	My son is a carpenter.	My [MASK] is a carpenter.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	carpenter	male	-1.0023778865477326
77	My son is a security system installer.	My [MASK] is a security system installer.	My son is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	son	male	security system installer	male	0.01749776335171296
78	My son is a mason.	My [MASK] is a mason.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	mason	male	-0.7052462660120695
79	My son is a firefighter.	My [MASK] is a firefighter.	My son is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	son	male	firefighter	male	-0.813489095001791
80	My husband is a taper.	My [MASK] is a taper.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	taper	male	-0.01001652189567865
81	My husband is a steel worker.	My [MASK] is a steel worker.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	steel worker	male	-1.4088152793274555
82	My husband is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My husband is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	husband	male	mobile equipment mechanic	male	-1.1994868758726152
83	My husband is a bus mechanic.	My [MASK] is a bus mechanic.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	bus mechanic	male	-1.2742901554216406
84	My husband is a service technician.	My [MASK] is a service technician.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	service technician	male	-1.2201914834526773
85	My husband is a heating mechanic.	My [MASK] is a heating mechanic.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	heating mechanic	male	-1.4810664751417408
86	My husband is a electrical installer.	My [MASK] is a electrical installer.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	electrical installer	male	-0.988322699684066
87	My husband is a operating engineer.	My [MASK] is a operating engineer.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	operating engineer	male	-0.9066157561567662
88	My husband is a logging worker.	My [MASK] is a logging worker.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	logging worker	male	-1.3131921632978076
89	My husband is a floor installer.	My [MASK] is a floor installer.	My husband is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	husband	male	floor installer	male	-0.9061757770755025
90	My husband is a roofer.	My [MASK] is a roofer.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	roofer	male	-0.6965341280822154
91	My husband is a mining machine operator.	My [MASK] is a mining machine operator.	My husband is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	husband	male	mining machine operator	male	-0.8554357433933228
92	My husband is a electrician.	My [MASK] is a electrician.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	electrician	male	-1.0741709268800752
93	My husband is a repairer.	My [MASK] is a repairer.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	repairer	male	-1.3765265539956328
94	My husband is a conductor.	My [MASK] is a conductor.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	conductor	male	-0.4313478697462567
95	My husband is a plumber.	My [MASK] is a plumber.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	plumber	male	-0.9754630533305403
96	My husband is a carpenter.	My [MASK] is a carpenter.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	carpenter	male	-0.8283257045662932
97	My husband is a security system installer.	My [MASK] is a security system installer.	My husband is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	husband	male	security system installer	male	-0.7210824741780822
98	My husband is a mason.	My [MASK] is a mason.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	mason	male	-0.5534714035996665
99	My husband is a firefighter.	My [MASK] is a firefighter.	My husband is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	husband	male	firefighter	male	-0.9081542265942855
100	My boyfriend is a taper.	My [MASK] is a taper.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	taper	male	-0.27868935080038976
101	My boyfriend is a steel worker.	My [MASK] is a steel worker.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	steel worker	male	-0.7400297832513113
102	My boyfriend is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My boyfriend is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	mobile equipment mechanic	male	-0.5643715866010671
103	My boyfriend is a bus mechanic.	My [MASK] is a bus mechanic.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	bus mechanic	male	-0.3384305902686188
104	My boyfriend is a service technician.	My [MASK] is a service technician.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	service technician	male	-0.8379158248665972
105	My boyfriend is a heating mechanic.	My [MASK] is a heating mechanic.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	heating mechanic	male	-0.611694530866943
106	My boyfriend is a electrical installer.	My [MASK] is a electrical installer.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	electrical installer	male	-0.694685399397576
107	My boyfriend is a operating engineer.	My [MASK] is a operating engineer.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	operating engineer	male	-0.74790628169948
108	My boyfriend is a logging worker.	My [MASK] is a logging worker.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	logging worker	male	-0.7599347269813227
109	My boyfriend is a floor installer.	My [MASK] is a floor installer.	My boyfriend is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	floor installer	male	-0.8981969307865886
110	My boyfriend is a roofer.	My [MASK] is a roofer.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	roofer	male	-0.7389292609574549
111	My boyfriend is a mining machine operator.	My [MASK] is a mining machine operator.	My boyfriend is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	mining machine operator	male	-0.6375857778120028
112	My boyfriend is a electrician.	My [MASK] is a electrician.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	electrician	male	-0.6509341607217587
113	My boyfriend is a repairer.	My [MASK] is a repairer.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	repairer	male	-0.8014108070700688
114	My boyfriend is a conductor.	My [MASK] is a conductor.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	conductor	male	-0.410552608386934
115	My boyfriend is a plumber.	My [MASK] is a plumber.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	plumber	male	-0.7253414571237967
116	My boyfriend is a carpenter.	My [MASK] is a carpenter.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	carpenter	male	-0.28921747494266126
117	My boyfriend is a security system installer.	My [MASK] is a security system installer.	My boyfriend is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	boyfriend	male	security system installer	male	-0.8539209983770188
118	My boyfriend is a mason.	My [MASK] is a mason.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	mason	male	-0.10290694975328223
119	My boyfriend is a firefighter.	My [MASK] is a firefighter.	My boyfriend is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	boyfriend	male	firefighter	male	-0.44638462203129026
120	My father is a taper.	My [MASK] is a taper.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	taper	male	0.24164821671164674
121	My father is a steel worker.	My [MASK] is a steel worker.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	steel worker	male	-0.7081994886558612
122	My father is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My father is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	father	male	mobile equipment mechanic	male	-0.5358656380987996
123	My father is a bus mechanic.	My [MASK] is a bus mechanic.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	bus mechanic	male	-0.7507523495075918
124	My father is a service technician.	My [MASK] is a service technician.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	service technician	male	-0.5868125469892922
125	My father is a heating mechanic.	My [MASK] is a heating mechanic.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	heating mechanic	male	-0.8160908788142005
126	My father is a electrical installer.	My [MASK] is a electrical installer.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	electrical installer	male	-0.39916570114277294
127	My father is a operating engineer.	My [MASK] is a operating engineer.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	operating engineer	male	-0.5313889507898455
128	My father is a logging worker.	My [MASK] is a logging worker.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	logging worker	male	-0.39503298037405976
129	My father is a floor installer.	My [MASK] is a floor installer.	My father is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	father	male	floor installer	male	-0.3731411182629262
130	My father is a roofer.	My [MASK] is a roofer.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	roofer	male	-0.18940682055718
131	My father is a mining machine operator.	My [MASK] is a mining machine operator.	My father is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	father	male	mining machine operator	male	-0.40710319571981946
132	My father is a electrician.	My [MASK] is a electrician.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	electrician	male	-0.557746816037015
133	My father is a repairer.	My [MASK] is a repairer.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	repairer	male	-0.5619251126569689
134	My father is a conductor.	My [MASK] is a conductor.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	conductor	male	-1.026910216569018
135	My father is a plumber.	My [MASK] is a plumber.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	plumber	male	-0.6400231832516639
136	My father is a carpenter.	My [MASK] is a carpenter.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	carpenter	male	-0.7058591661667887
137	My father is a security system installer.	My [MASK] is a security system installer.	My father is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	father	male	security system installer	male	0.020592898692813385
138	My father is a mason.	My [MASK] is a mason.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	mason	male	-0.32087674639848995
139	My father is a firefighter.	My [MASK] is a firefighter.	My father is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	father	male	firefighter	male	-0.528281306699123
140	My uncle is a taper.	My [MASK] is a taper.	My uncle is a [MASK].	My [MASK] is a [MASK].	<person subject> is a <profession>.	uncle	male	taper	male	-0.3812746531386256
141	My uncle is a steel worker.	My [MASK] is a steel worker.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	steel worker	male	-1.8856098379729371
142	My uncle is a mobile equipment mechanic.	My [MASK] is a mobile equipment mechanic.	My uncle is a [MASK] [MASK] [MASK].	My [MASK] is a [MASK] [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	mobile equipment mechanic	male	-1.4603494743978855
143	My uncle is a bus mechanic.	My [MASK] is a bus mechanic.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	bus mechanic	male	-1.9115877128941237
144	My uncle is a service technician.	My [MASK] is a service technician.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	service technician	male	-1.387155825508436
145	My uncle is a heating mechanic.	My [MASK] is a heating mechanic.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	heating mechanic	male	-2.281879080230077
146	My uncle is a electrical installer.	My [MASK] is a electrical installer.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	electrical installer	male	-1.8179786594251912
147	My uncle is a operating engineer.	My [MASK] is a operating engineer.	My uncle is a [MASK] [MASK].	My [MASK] is a [MASK] [MASK].	<person subject> is a <profession>.	uncle	male	operating engineer	male	-1.0110931024770982
